num_interests,reach
11,741135.73545294
12,686360.43839699
13,471176.51265436
14,468996.3474041
15,441711.25405364
16,443393.52002505
17,443282.33116516
18,391851.82048805
19,377160.6113377
20,190660.91811056
21,173445.61069385
22,155836.43906436
23,151261.16835271
24,115980.109342
1,107114205.94918
2,98016397.866038
3,91761347.6745
4,82527747.898707
5,23933284.854926
6,23933284.854926
7,12061233.858042
8,11566476.035832
9,11735435.588383
10,10394080.988386
11,6948277.0785595
12,6713817.8912601
13,5924200.8993222
14,5681055.6410941
15,5754156.4196602
16,4588956.7833191
17,4227442.6024605
18,1273260.6622952
19,1260352.5040439
20,1204064.7946349
21,1182573.4800842
22,1021873.4318919
23,620238.85671873
24,578265.15018798
1,24803268.454762
2,24495291.30324
3,701338.30996277
4,506194.90214112
5,465184.02732939
6,465040.60817172
7,390086.77620054
8,391120.04305182
9,389600.01833212
10,169948.61023727
11,169948.61023727
12,142144.20056455
13,105982.61664434
14,97330.312171881
15,59245.832073186
16,58293.205756255
17,58188.568137223
18,48172.755749535
19,47904.596679523
20,47528.830943268
21,34490.529720989
22,12013.097812548
23,11996.87901275
24,3596.4874418818
1,107114205.94918
2,106353314.27838
3,97527881.429531
4,55839292.814562
5,24860753.1966
6,18361418.396134
7,12611231.498789
8,12639082.331161
9,1845959.1852863
10,620915.12132745
11,620915.12132745
12,621515.1168769
13,393556.87493937
14,9129.5160003345
15,7215.2733840294
16,7198.6865486638
17,7198.6865486638
18,7198.6865486638
19,7198.6865486638
20,7198.6865486638
21,3433.029318387
22,1354.9565107097
23,1354.9565107097
24,1552.0569648478
1,66110996.717766
2,63709663.929291
3,30373080.683528
4,28657813.241222
5,25643578.474692
6,8520398.4514243
7,8520398.4514243
8,8500949.8491045
9,7328883.7540978
10,1225094.7530403
11,1229073.0695187
12,919282.69489977
13,669725.02727521
14,609831.12707675
15,609831.12707675
16,609831.12707675
17,325611.9958777
18,271611.25086265
19,255317.382243
20,98663.263809215
21,98663.263809215
22,106340.82659013
23,98913.936988676
24,106471.92658768
1,98264705.580657
2,19470005.332494
3,18576221.199052
4,15659795.100762
5,15669567.822326
6,12999330.296463
7,3034253.6063465
8,3033734.6876313
9,3019983.6205414
10,2910937.8561896
11,2910937.8561896
12,2479763.7424613
13,1853878.1230055
14,1831549.3553245
15,1831675.3334162
16,1366844.9670608
17,1366678.9658952
18,1220428.7816251
19,1135703.7583678
20,574470.09666952
21,559703.75487942
22,211921.59210145
23,219213.93592785
24,201357.28448111
1,7775628.055236
2,1736252.0145677
3,1747458.3953503
4,793354.26078511
5,759498.11256156
6,602874.81642693
7,597801.74347646
8,587146.24773257
9,598679.24711143
10,568855.21281492
11,568855.21281492
12,431771.49203831
13,301423.65540996
14,254054.94286219
15,155673.48234019
16,155521.89083614
17,149815.06539531
18,105613.42796684
19,46040.780963443
20,45372.285474057
21,14195.416693455
22,14344.493120591
23,13741.27562087
24,13725.128410975
1,7315366.3558658
2,2101193.539473
3,2103103.0338822
4,1829370.5207001
5,1831036.4847643
6,1507671.467962
7,1495511.9531795
8,1497341.0061713
9,1469681.903821
10,1166850.4065079
11,967131.94887675
12,511154.77383899
13,488094.72014457
14,487938.1270175
15,303028.09232882
16,89278.045775715
17,87865.670210877
18,88118.388937799
19,82580.183015047
20,88012.839847057
21,81370.56604725
22,80386.728024028
23,39761.895611426
24,39510.65405997
1,107114205.94918
2,22182793.787571
3,21509614.573677
4,21509614.573677
5,21509614.573677
6,21509614.573677
7,21509614.573677
8,21900373.784377
9,21900373.784377
10,2278157.5679651
11,2278157.5679651
12,2278157.5679651
13,2278157.5679651
14,2231313.2496977
15,2198074.1959332
16,2198074.1959332
17,2155567.962778
18,2155567.962778
19,2132911.07081
20,91268.407504569
21,90576.27266269
22,90576.27266269
23,61684.618720286
24,57027.186382158
1,7315366.3558658
2,2101193.539473
3,2091756.0753992
4,2071817.9345307
5,2036579.937931
6,379553.71008744
7,379553.71008744
8,379662.93191221
9,367751.23975437
10,339673.63230415
11,341655.76795468
12,340096.30471549
13,213386.43441355
14,91836.820730795
15,89860.401832059
16,89860.401832059
17,89860.401832059
18,89860.401832059
19,89860.401832059
20,89860.401832059
21,89860.401832059
22,74105.721914848
23,74105.721914848
24,74105.721914848
1,66110996.717766
2,53583673.706662
3,53766251.121766
4,40212561.266322
5,40279967.006978
6,37326542.087528
7,12063752.362534
8,6802107.10914
9,3683454.3396227
10,471417.91910395
11,452343.17063494
12,452362.40162196
13,436510.39704812
14,434234.27805382
15,374420.53038379
16,371593.31706505
17,205591.3239008
18,212683.57046181
19,177631.24092182
20,177555.67256509
21,140215.45703995
22,136059.14779838
23,133459.27630122
24,133459.27630122
1,24803268.454762
2,20426151.685598
3,20402761.765852
4,15993062.559086
5,5163796.5644389
6,5108658.1750519
7,5077900.831906
8,4838504.0263103
9,3900531.5834487
10,3294113.72378
11,3222161.8811036
12,3187583.6708488
13,3093472.8812398
14,1090027.9551687
15,1086743.6232659
16,347068.40806804
17,347068.40806804
18,217554.90015823
19,217146.60350308
20,223041.61996403
21,193238.54054457
22,161472.44696918
23,156347.62676491
24,150723.13552081
1,98264705.580657
2,70064327.851693
3,46468739.253166
4,53104738.01817
5,51864534.284808
6,51254490.221442
7,48373353.338162
8,17128194.136469
9,17128194.136469
10,13692403.27532
11,12824176.535325
12,12765608.80348
13,12643252.018008
14,11481924.121245
15,5454987.2777561
16,5430970.715334
17,4712413.3394172
18,4581432.8572076
19,4627870.9539982
20,3959352.6609338
21,3750860.4276202
22,3514286.8496336
23,1758096.815737
24,1727427.6272951
1,66110996.717766
2,70242765.040828
3,67687431.490344
4,67687431.490344
5,9323869.1753467
6,8959152.7639423
7,8946410.4418075
8,8889826.1189992
9,7317098.9940199
10,7317098.9940199
11,2648858.8866593
12,2001837.1832653
13,2001837.1832653
14,341377.81802046
15,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
16,37837.535913351
1,78584192.509911
2,77747763.728968
3,75950461.737794
4,74101929.537854
5,19261397.349722
6,5391870.2957145
7,4489355.0290014
8,3561029.0307827
9,1937800.7634603
10,1937800.7634603
11,1937800.7634603
12,1869642.5388623
13,1834425.1988894
14,1877461.3751962
15,1843058.2236529
16,1843058.2236529
17,1843058.2236529
18,1843058.2236529
19,1807875.0323461
20,1213175.2021735
22,644040.90509622
23,645077.76454387
24,646222.21085407
1,98803094.834244
2,98803094.834244
3,98803094.834244
4,42531493.439285
5,42435366.414407
6,42435366.414407
7,5452762.5398563
8,1808622.1811979
9,234833.57592819
10,173798.60243198
11,173425.21285062
12,173425.21285062
13,173425.21285062
14,133551.31945013
15,133551.31945013
16,133551.31945013
17,133551.31945013
18,133551.31945013
19,39313.474757337
20,39313.474757337
21,37807.279901442
22,37560.607387832
23,21367.810919778
24,21367.810919778
1,88248919.803642
2,88248919.803642
3,86636777.997218
4,36077555.709327
5,30887267.231296
6,25173846.906419
7,23875809.989458
8,23875809.989458
9,21881682.717895
10,21881682.717895
11,19471331.431643
12,14160698.223344
13,14235653.130553
14,14548785.641704
15,6549095.1302561
16,6829346.0729867
17,2896166.9714955
18,2896166.9714955
19,2063063.1873068
20,1148714.8320674
21,1148714.8320674
22,18416.559073243
23,13114.563237256
24,13114.563237256
1,23674300.343962
2,23017307.968152
3,23369644.719836
4,21449780.546002
5,21449780.546002
6,6370930.7858102
7,5805119.7544721
8,1819818.815899
9,1782542.4011263
10,1819110.9219731
11,1428898.0018019
12,1321171.7884829
13,1048114.4913309
14,763950.87763922
15,741982.96561825
16,739510.98048461
17,739510.98048461
18,739510.98048461
20,197945.11996051
21,217750.55175785
22,61572.605974752
23,61557.966780892
24,48476.19307167
1,98264705.580657
2,70064327.851693
3,46468739.253166
4,53104738.01817
5,51864534.284808
6,51254490.221442
7,48373353.338162
8,48373353.338162
9,42417415.578463
10,41920258.401351
11,41078408.304477
12,36391357.801442
13,33799358.090283
14,33949223.516163
15,32587255.355192
16,31756710.858968
17,28505207.838691
18,13771941.995586
19,7084056.8399791
20,6456130.6422016
21,6456130.6422016
22,6456130.6422016
23,6456130.6422016
24,6412773.1848815
1,153116743.85356
2,113375787.58997
3,30597179.175148
4,30597179.175148
5,30597179.175148
6,1993623.6866748
7,1918248.5116364
8,1918248.5116364
9,1918248.5116364
10,1918248.5116364
11,1025592.8376858
12,55146.420114952
13,55146.420114952
14,13027.916544684
15,12930.310732912
16,7991.8559122481
17,7802.8272122493
18,1491.8321098699
19,1491.8321098699
20,640.03640637768
21,640.03640637768
22,514.25416079516
23,514.25416079516
24,228.64435995942
1,12030410.477441
2,3182488.4175038
3,3028015.1481107
4,2291859.5296368
5,2240794.1851833
6,1848746.0503156
7,380188.62250127
8,380957.24067826
9,379795.96334278
10,378700.32424202
11,253549.21839605
12,253549.21839605
13,207410.47595187
14,178876.9575767
15,158874.68401195
16,120224.63255296
17,118854.38236889
18,118669.64760502
19,100109.18904763
20,100140.73682581
21,92647.646256483
22,90722.830834725
23,73118.827164909
24,50449.692406779
1,163298631.55779
2,147072390.98437
3,142010347.71891
4,122487170.84461
5,114754852.11494
6,91625522.119828
7,11178987.898742
8,9234136.6421102
9,8133970.2981206
10,3821731.9416297
11,2401371.6593448
12,2399564.3958777
13,2392220.9150425
14,2392220.9150425
15,2392220.9150425
16,2201850.4274889
17,2201850.4274889
18,2201850.4274889
19,2201850.4274889
20,2176425.416036
21,697838.80274717
22,176527.3537625
23,155770.19889386
24,155833.72226466
1,110804154.75274
2,40610255.739553
3,40610255.739553
4,37045263.160084
5,37045263.160084
6,12753954.826553
7,12753954.826553
8,1535475.8436139
9,128162.67278119
10,113899.97626244
11,9408.1564570974
12,9418.1302763916
13,9251.9127344228
14,859.93833387049
15,859.93833387049
16,450.26145529432
17,450.26145529432
18,450.26145529432
19,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
20,450.26145529432
